id,X,Y,M,V
739,-300.0,100.0,150.0,0.6
740,-400.0,-400.0,175.0,0.6
741,-100.0,-400.0,125.0,0.6
742,300.0,-100.0,25.0,0.4
743,100.0,-300.0,50.0,0.4
744,400.0,-400.0,150.0,0.8
745,400.0,-200.0,75.0,0.4
746,400.0,-100.0,100.0,0.6
747,0.0,-100.0,125.0,0.4
748,0.0,-400.0,125.0,0.4
749,-200.0,0.0,100.0,0.4
750,200.0,100.0,100.0,0.8
751,-100.0,400.0,175.0,0.8
752,-300.0,200.0,75.0,0.2
753,200.0,300.0,125.0,0.4
754,200.0,300.0,100.0,0.4
755,300.0,-300.0,175.0,0.2
756,-300.0,-400.0,75.0,1.0
757,0.0,300.0,75.0,0.6
758,-100.0,400.0,100.0,1.0
759,-200.0,-400.0,25.0,0.6
760,400.0,200.0,175.0,0.4
761,300.0,300.0,125.0,0.8
762,200.0,-300.0,150.0,0.4
763,-400.0,300.0,175.0,1.0
764,400.0,-400.0,125.0,0.2
765,300.0,-400.0,175.0,1.0
766,-400.0,-100.0,50.0,0.8
767,200.0,400.0,75.0,1.0
768,200.0,-300.0,175.0,0.6
769,400.0,-100.0,50.0,0.2
770,200.0,400.0,75.0,0.6
771,300.0,0.0,175.0,0.4
772,-200.0,400.0,75.0,0.6
773,-200.0,-300.0,125.0,0.8
774,-100.0,400.0,125.0,1.0
775,400.0,200.0,125.0,0.8
776,100.0,-100.0,175.0,0.8
777,200.0,-300.0,25.0,0.4
778,-300.0,-400.0,50.0,0.2
779,400.0,-200.0,150.0,1.0
780,-400.0,-200.0,75.0,0.4
781,0.0,200.0,100.0,0.6
782,100.0,400.0,175.0,0.4
783,-300.0,0.0,125.0,0.4
784,0.0,-100.0,100.0,0.8
785,-200.0,-200.0,50.0,0.4
786,-300.0,-400.0,25.0,0.4
787,-100.0,200.0,25.0,0.4
788,-200.0,-400.0,150.0,0.6
789,200.0,100.0,50.0,0.8
790,300.0,400.0,100.0,0.6
791,-300.0,400.0,100.0,0.4
792,400.0,0.0,150.0,0.2
793,200.0,200.0,150.0,0.8
794,300.0,0.0,125.0,1.0
795,-200.0,-200.0,150.0,0.8
796,-400.0,0.0,50.0,1.0
797,0.0,-200.0,175.0,1.0
798,100.0,100.0,150.0,0.4
799,300.0,300.0,75.0,0.2
800,0.0,200.0,175.0,0.2
801,100.0,200.0,125.0,0.6
802,-100.0,200.0,25.0,0.6
803,-100.0,300.0,100.0,0.6
804,-400.0,-100.0,175.0,0.8
805,100.0,-300.0,50.0,0.2
806,0.0,0.0,100.0,0.8
807,-200.0,-200.0,100.0,0.4
808,100.0,0.0,75.0,0.6
809,200.0,200.0,75.0,0.8
810,-300.0,100.0,175.0,1.0
811,0.0,-400.0,100.0,0.6
812,-400.0,-100.0,150.0,0.2
813,100.0,-200.0,50.0,0.4
814,-400.0,-300.0,25.0,0.4
815,-300.0,200.0,25.0,1.0
816,-200.0,400.0,25.0,0.4
817,-300.0,0.0,100.0,0.8
818,200.0,-200.0,100.0,0.2
819,100.0,300.0,100.0,1.0
820,200.0,-400.0,100.0,0.4
821,300.0,200.0,175.0,0.8
822,400.0,-100.0,25.0,0.2
823,-100.0,100.0,50.0,0.8
824,400.0,400.0,175.0,1.0
825,200.0,-400.0,125.0,1.0
826,-100.0,0.0,100.0,0.2
827,-400.0,0.0,75.0,0.2
828,400.0,-200.0,100.0,0.6
829,300.0,100.0,75.0,0.8
830,-400.0,0.0,25.0,1.0
831,-400.0,100.0,100.0,0.8
832,-300.0,400.0,125.0,0.8
833,-200.0,-200.0,175.0,0.8
834,300.0,-400.0,150.0,0.4
835,100.0,-100.0,25.0,0.2
836,-400.0,-100.0,100.0,0.2
837,200.0,300.0,150.0,0.2
838,-400.0,0.0,75.0,0.6
839,400.0,300.0,75.0,0.6
840,-300.0,200.0,175.0,1.0
841,-100.0,-300.0,25.0,1.0
842,-200.0,300.0,125.0,1.0
843,0.0,-200.0,50.0,0.6
844,-200.0,300.0,175.0,1.0
845,-200.0,-300.0,175.0,0.6
846,-200.0,0.0,75.0,1.0
847,300.0,200.0,125.0,0.2
848,100.0,-300.0,50.0,0.8
849,300.0,-300.0,50.0,0.2
850,300.0,-400.0,25.0,0.2
851,300.0,-100.0,75.0,0.4
852,-200.0,400.0,50.0,0.8
853,200.0,-300.0,75.0,1.0
854,300.0,-400.0,75.0,0.4
855,200.0,400.0,175.0,0.4
856,300.0,100.0,50.0,0.8
857,-100.0,200.0,50.0,0.2
858,0.0,-300.0,175.0,0.4
859,400.0,-400.0,125.0,0.4
860,300.0,-400.0,150.0,0.2
861,-200.0,-300.0,175.0,0.8
862,-300.0,-100.0,75.0,0.2
863,0.0,200.0,50.0,0.6
864,-200.0,100.0,150.0,0.6
865,400.0,-100.0,100.0,0.2
866,-300.0,200.0,150.0,0.8
867,-100.0,300.0,75.0,0.2
868,0.0,100.0,25.0,0.8
869,200.0,300.0,125.0,1.0
870,-400.0,0.0,150.0,0.2
871,300.0,-200.0,100.0,0.4
872,-200.0,0.0,150.0,0.4
873,-200.0,100.0,50.0,0.8
874,-100.0,200.0,50.0,0.8
875,300.0,400.0,50.0,0.6
876,100.0,-200.0,25.0,0.2
877,-200.0,400.0,125.0,0.6
878,-400.0,100.0,175.0,1.0
879,0.0,-200.0,150.0,0.8
880,200.0,400.0,25.0,0.4
881,100.0,-100.0,25.0,0.4
882,-400.0,-400.0,50.0,0.4
883,-200.0,300.0,175.0,0.8
884,-200.0,-400.0,75.0,0.4
885,100.0,300.0,75.0,0.2
886,-200.0,-300.0,150.0,0.6
887,300.0,0.0,175.0,0.8
888,300.0,0.0,25.0,0.2
889,-100.0,-100.0,25.0,0.4
890,-400.0,-300.0,25.0,0.8
891,-200.0,-300.0,50.0,1.0
892,200.0,-300.0,75.0,0.2
893,0.0,-400.0,150.0,0.4
894,-200.0,-400.0,50.0,0.8
895,-100.0,200.0,100.0,0.8
896,200.0,-400.0,25.0,0.4
897,-200.0,400.0,50.0,0.6
898,-400.0,-200.0,25.0,0.2
899,300.0,0.0,125.0,0.6
900,200.0,-300.0,25.0,1.0
901,-100.0,0.0,75.0,0.2
902,-300.0,200.0,50.0,1.0
903,-400.0,-400.0,75.0,0.6
904,400.0,-400.0,150.0,1.0
905,-100.0,-100.0,50.0,0.4
906,400.0,200.0,50.0,0.8
907,-300.0,300.0,75.0,0.6
908,100.0,-300.0,25.0,0.6
909,200.0,-100.0,50.0,0.6
910,300.0,-300.0,75.0,0.2
911,0.0,-100.0,100.0,1.0
912,100.0,0.0,125.0,0.2
913,-400.0,0.0,125.0,0.2
914,-200.0,300.0,175.0,0.2
915,400.0,100.0,150.0,1.0
916,-100.0,200.0,25.0,1.0
917,-300.0,0.0,25.0,1.0
918,-300.0,100.0,50.0,0.4
919,-200.0,100.0,125.0,0.8
920,300.0,200.0,175.0,1.0
921,200.0,-200.0,175.0,0.8
922,-400.0,-100.0,125.0,1.0
923,-200.0,400.0,100.0,0.8
924,-200.0,-200.0,50.0,0.6
925,400.0,-300.0,100.0,0.8
926,-300.0,-200.0,50.0,0.6
927,100.0,100.0,75.0,1.0
928,300.0,-100.0,100.0,0.4
929,-400.0,100.0,50.0,0.8
930,0.0,-200.0,25.0,0.2
931,-400.0,300.0,25.0,0.6
932,300.0,-300.0,25.0,0.2
933,400.0,-300.0,125.0,0.2
934,-100.0,-400.0,150.0,0.8
935,-100.0,-100.0,150.0,0.2
936,300.0,400.0,50.0,0.2
937,300.0,200.0,125.0,0.8
938,-100.0,-300.0,175.0,0.6
939,0.0,0.0,75.0,0.4
940,300.0,200.0,100.0,1.0
941,100.0,100.0,150.0,0.2
942,-300.0,-400.0,150.0,1.0
943,0.0,-100.0,25.0,0.6
944,-100.0,300.0,50.0,0.8
945,300.0,200.0,150.0,0.8
946,-200.0,200.0,100.0,0.2
947,100.0,400.0,25.0,0.6
948,-300.0,-100.0,50.0,1.0
949,-200.0,400.0,175.0,0.2
950,200.0,-100.0,175.0,0.4
951,-300.0,-300.0,150.0,1.0
952,400.0,0.0,25.0,0.4
953,-400.0,300.0,50.0,0.6
954,-300.0,-300.0,150.0,0.8
955,300.0,-300.0,100.0,1.0
956,-200.0,200.0,100.0,1.0
957,100.0,-400.0,75.0,1.0
958,-400.0,-100.0,150.0,0.6
959,-400.0,100.0,25.0,0.8
960,-300.0,-100.0,175.0,1.0
961,200.0,-300.0,100.0,0.6
962,100.0,-300.0,75.0,1.0
963,200.0,-100.0,175.0,0.2
964,-100.0,0.0,150.0,0.4
965,100.0,300.0,175.0,1.0
966,0.0,100.0,100.0,0.8
967,300.0,-100.0,25.0,1.0
968,300.0,100.0,150.0,0.2
969,-200.0,-300.0,75.0,0.4
970,-200.0,-300.0,75.0,1.0
971,100.0,300.0,50.0,0.2
972,-400.0,300.0,175.0,0.8
973,-200.0,0.0,50.0,0.6
974,400.0,300.0,75.0,0.2
975,-200.0,-300.0,150.0,1.0
976,200.0,300.0,150.0,0.6
977,-200.0,-300.0,100.0,0.6
978,100.0,300.0,125.0,1.0
979,200.0,0.0,75.0,0.4
980,-100.0,200.0,75.0,0.2
981,0.0,-100.0,125.0,0.2
982,-200.0,300.0,125.0,0.8
983,100.0,-200.0,125.0,0.2
984,400.0,0.0,175.0,0.2
985,100.0,0.0,175.0,0.2
986,400.0,400.0,25.0,0.6
987,400.0,-200.0,50.0,0.2
988,0.0,-200.0,25.0,0.4
989,-200.0,200.0,25.0,0.2
990,-400.0,-300.0,25.0,0.2
991,400.0,200.0,175.0,1.0
992,0.0,-300.0,150.0,0.4
993,200.0,100.0,50.0,0.2
994,100.0,-100.0,50.0,1.0
995,-100.0,0.0,25.0,0.6
996,300.0,0.0,100.0,0.2
997,300.0,100.0,50.0,0.4
998,300.0,-300.0,125.0,0.2
999,400.0,100.0,125.0,1.0
1000,200.0,-300.0,25.0,0.6
1001,-300.0,200.0,175.0,0.8
1002,100.0,200.0,25.0,0.8
1003,200.0,400.0,125.0,0.2
1004,-400.0,0.0,125.0,1.0
1005,-300.0,100.0,175.0,0.4
1006,100.0,-300.0,75.0,0.6
1007,100.0,-100.0,150.0,0.4
1008,-200.0,-100.0,50.0,0.8
1009,300.0,400.0,75.0,1.0
1010,200.0,400.0,50.0,0.4
1011,400.0,0.0,100.0,0.6
1012,200.0,400.0,50.0,0.8
1013,100.0,200.0,50.0,0.4
1014,100.0,-300.0,25.0,1.0
1015,300.0,0.0,75.0,0.8
1016,-200.0,-200.0,175.0,0.2
1017,300.0,-100.0,50.0,0.8
1018,300.0,-400.0,125.0,1.0
1019,-100.0,-400.0,75.0,0.8
1020,400.0,200.0,50.0,0.4
1021,100.0,400.0,50.0,0.8
1022,-100.0,200.0,25.0,0.8
1023,0.0,-300.0,50.0,0.8
1024,0.0,200.0,125.0,1.0
1025,200.0,-200.0,175.0,0.6
1026,300.0,100.0,75.0,0.4
1027,400.0,-300.0,100.0,0.4
1028,-300.0,200.0,75.0,0.4
1029,0.0,-400.0,100.0,0.4
1030,-100.0,0.0,175.0,0.2
1031,-400.0,-100.0,100.0,1.0
1032,-400.0,100.0,75.0,0.4
1033,200.0,-200.0,175.0,0.4
1034,-100.0,-200.0,50.0,0.8
1035,-200.0,-100.0,25.0,1.0
1036,-300.0,-300.0,75.0,0.4
1037,0.0,0.0,175.0,0.8
1038,100.0,0.0,125.0,0.4
1039,0.0,-100.0,75.0,0.2
1040,-300.0,-300.0,150.0,0.2
1041,-200.0,-400.0,125.0,0.4
1042,-300.0,-400.0,75.0,0.8
1043,-200.0,200.0,50.0,0.4
1044,-300.0,200.0,100.0,0.2
1045,200.0,-200.0,175.0,0.2
1046,-400.0,0.0,175.0,0.6
1047,0.0,100.0,175.0,0.8
1048,200.0,0.0,125.0,0.6
1049,-300.0,0.0,125.0,0.8
1050,-200.0,400.0,150.0,0.4
1051,-300.0,-100.0,75.0,1.0
1052,-400.0,300.0,100.0,0.2
1053,0.0,0.0,75.0,0.8
1054,400.0,-100.0,75.0,0.8
1055,-400.0,300.0,25.0,0.4
1056,200.0,100.0,175.0,0.2
1057,-400.0,300.0,125.0,0.4
1058,200.0,100.0,100.0,0.2
1059,-300.0,-300.0,125.0,0.6
1060,-300.0,-400.0,175.0,1.0
1061,-100.0,200.0,25.0,0.2
1062,-400.0,-300.0,175.0,0.4
1063,300.0,-100.0,25.0,0.6
1064,100.0,200.0,150.0,0.6
1065,-300.0,200.0,100.0,0.4
1066,300.0,200.0,25.0,0.8
1067,-300.0,-200.0,75.0,0.6
1068,100.0,0.0,150.0,0.2
1069,300.0,-100.0,125.0,0.2
1070,100.0,200.0,25.0,0.6
1071,100.0,300.0,75.0,0.8
1072,-100.0,200.0,100.0,1.0
1073,-300.0,300.0,150.0,0.4
1074,-300.0,100.0,100.0,0.2
1075,400.0,0.0,150.0,0.6
1076,200.0,200.0,175.0,1.0
1077,-300.0,0.0,75.0,0.8
1078,-100.0,400.0,175.0,0.2
1079,-100.0,-300.0,50.0,1.0
1080,-100.0,200.0,125.0,0.8
1081,200.0,0.0,50.0,0.2
1082,300.0,0.0,50.0,0.4
1083,0.0,300.0,75.0,0.4
1084,-200.0,300.0,125.0,0.2
1085,-200.0,0.0,75.0,0.2
1086,-400.0,-100.0,50.0,0.4
1087,-100.0,-200.0,125.0,1.0
1088,-300.0,-400.0,50.0,0.4
1089,100.0,-400.0,50.0,0.6
1090,200.0,100.0,50.0,0.4
1091,-200.0,100.0,50.0,0.4
1092,-100.0,0.0,100.0,0.4
1093,400.0,-100.0,50.0,1.0
1094,-400.0,-200.0,125.0,0.2
1095,300.0,-200.0,50.0,0.4
1096,0.0,200.0,150.0,1.0
1097,300.0,-100.0,175.0,1.0
1098,-300.0,0.0,150.0,0.4
1099,400.0,-300.0,25.0,0.4
1100,-200.0,100.0,150.0,0.8
1101,-400.0,0.0,75.0,0.4
1102,-300.0,300.0,125.0,0.8
1103,-400.0,300.0,125.0,0.2
1104,400.0,100.0,75.0,0.2
1105,300.0,100.0,25.0,0.8
1106,100.0,0.0,25.0,1.0
1107,400.0,0.0,175.0,1.0
1108,-300.0,100.0,150.0,1.0
1109,-400.0,0.0,125.0,0.6
1110,100.0,-200.0,25.0,0.6
1111,-400.0,100.0,125.0,0.4
1112,300.0,0.0,100.0,1.0
1113,100.0,-400.0,175.0,1.0
1114,400.0,0.0,150.0,1.0
1115,-300.0,-200.0,175.0,0.4
1116,-300.0,300.0,175.0,0.8
1117,-300.0,200.0,175.0,0.6
1118,400.0,-400.0,125.0,0.8
1119,-300.0,0.0,125.0,0.6
1120,400.0,-400.0,100.0,0.6
1121,0.0,-200.0,100.0,0.6
1122,-100.0,200.0,175.0,1.0
1123,-100.0,-300.0,50.0,0.4
1124,0.0,-300.0,100.0,0.8
1125,200.0,-100.0,75.0,1.0
1126,-400.0,-300.0,50.0,1.0
1127,-300.0,-100.0,75.0,0.6
1128,200.0,-300.0,125.0,0.6
1129,100.0,300.0,175.0,0.2
1130,-100.0,400.0,25.0,1.0
1131,-200.0,-200.0,100.0,0.6
1132,300.0,-300.0,75.0,0.4
1133,-100.0,-100.0,150.0,0.4
1134,400.0,100.0,25.0,1.0
1135,-400.0,200.0,75.0,0.8
1136,0.0,-300.0,125.0,0.8
1137,400.0,200.0,125.0,1.0
1138,200.0,-300.0,150.0,0.2
1139,-400.0,-100.0,100.0,0.8
1140,200.0,100.0,75.0,1.0
1141,-200.0,-100.0,25.0,0.2
1142,100.0,-200.0,75.0,0.4
1143,100.0,-400.0,125.0,0.2
1144,300.0,400.0,150.0,0.4
1145,0.0,100.0,150.0,0.2
1146,400.0,400.0,25.0,0.2
1147,-200.0,300.0,175.0,0.4
1148,-200.0,100.0,100.0,0.6
1149,-200.0,0.0,125.0,0.8
1150,-400.0,300.0,75.0,0.4
1151,0.0,-200.0,50.0,0.8
1152,-400.0,-200.0,125.0,1.0
1153,-100.0,-200.0,150.0,0.8
1154,-300.0,-200.0,125.0,0.6
1155,0.0,100.0,75.0,1.0
1156,-200.0,-100.0,150.0,0.2
1157,0.0,-100.0,175.0,0.6
1158,400.0,200.0,100.0,1.0
1159,-100.0,400.0,25.0,0.2
1160,-400.0,100.0,100.0,0.6
1161,300.0,-200.0,150.0,0.2
1162,-400.0,300.0,75.0,0.8
1163,0.0,300.0,50.0,0.4
1164,200.0,200.0,25.0,0.8
1165,-100.0,-300.0,125.0,0.2
1166,100.0,100.0,100.0,0.8
1167,0.0,200.0,50.0,0.2
1168,-200.0,-100.0,100.0,0.2
1169,-100.0,-200.0,75.0,0.6
1170,300.0,-400.0,75.0,0.8
1171,-100.0,100.0,50.0,0.4
1172,100.0,-400.0,50.0,0.2
1173,200.0,300.0,75.0,0.4
1174,-400.0,200.0,50.0,0.6
1175,-100.0,100.0,25.0,0.4
1176,-400.0,-400.0,125.0,0.4
1177,-100.0,-200.0,25.0,0.4
1178,0.0,300.0,50.0,0.6
1179,-300.0,100.0,175.0,0.8
1180,100.0,200.0,100.0,0.2
1181,-100.0,-400.0,100.0,0.2
1182,100.0,400.0,75.0,1.0
1183,0.0,-300.0,175.0,0.8
1184,100.0,-200.0,150.0,0.8
1185,200.0,300.0,50.0,0.6
1186,0.0,-100.0,125.0,1.0
1187,200.0,100.0,175.0,0.6
1188,0.0,0.0,125.0,0.8
1189,0.0,100.0,150.0,0.8
1190,0.0,-100.0,100.0,0.6
1191,-100.0,-200.0,125.0,0.8
1192,-300.0,-300.0,175.0,0.8
1193,200.0,400.0,100.0,1.0
1194,-100.0,300.0,125.0,0.6
1195,300.0,400.0,100.0,0.4
1196,-400.0,300.0,25.0,1.0
1197,-100.0,-400.0,50.0,0.4
1198,0.0,-100.0,25.0,1.0
1199,0.0,-200.0,175.0,0.6
1200,100.0,-200.0,125.0,0.6
1201,400.0,100.0,100.0,0.2
1202,300.0,0.0,50.0,1.0
1203,-200.0,-200.0,25.0,0.2
1204,300.0,-300.0,150.0,1.0
1205,400.0,-300.0,75.0,0.4
1206,-400.0,100.0,75.0,0.6
1207,-300.0,-100.0,100.0,1.0
1208,200.0,-100.0,125.0,0.2
1209,0.0,-300.0,100.0,0.2
1210,400.0,0.0,100.0,0.2
1211,300.0,-300.0,50.0,0.4
1212,100.0,0.0,150.0,1.0
1213,400.0,200.0,125.0,0.2
1214,-300.0,-300.0,75.0,0.6
1215,100.0,-100.0,125.0,1.0
1216,-100.0,-400.0,100.0,0.4
1217,0.0,-300.0,100.0,1.0
1218,300.0,-100.0,175.0,0.6
1219,400.0,-400.0,50.0,0.4
1220,200.0,-100.0,150.0,1.0
1221,200.0,300.0,175.0,0.6
1222,0.0,-400.0,175.0,1.0
1223,0.0,300.0,125.0,1.0
1224,400.0,100.0,175.0,0.4
1225,300.0,400.0,125.0,0.8
1226,400.0,300.0,125.0,0.8
1227,-100.0,-200.0,150.0,0.4
1228,100.0,-400.0,100.0,0.4
1229,100.0,-200.0,25.0,0.8
1230,300.0,-200.0,175.0,0.4
1231,100.0,100.0,125.0,1.0
1232,100.0,-400.0,50.0,1.0
1233,400.0,300.0,100.0,0.4
1234,-300.0,-200.0,25.0,0.6
1235,-300.0,400.0,150.0,1.0
1236,-400.0,200.0,150.0,0.6
1237,200.0,0.0,100.0,0.6
1238,200.0,-300.0,75.0,0.6
1239,100.0,-100.0,100.0,1.0
1240,100.0,-100.0,175.0,1.0
1241,-100.0,-100.0,125.0,0.2
1242,-300.0,-300.0,100.0,0.8
1243,400.0,400.0,75.0,0.4
1244,400.0,400.0,150.0,1.0
1245,0.0,0.0,175.0,0.2
1246,-100.0,-400.0,150.0,0.6
1247,-400.0,100.0,175.0,0.8
1248,-400.0,-100.0,75.0,0.2
1249,-100.0,300.0,75.0,0.4
1250,-300.0,-200.0,175.0,0.8
1251,-200.0,-100.0,150.0,0.4
1252,200.0,-100.0,100.0,0.8
1253,-300.0,400.0,50.0,1.0
1254,-200.0,0.0,75.0,0.8
1255,200.0,200.0,125.0,1.0
1256,-300.0,400.0,50.0,0.2
1257,-200.0,-300.0,150.0,0.2
1258,400.0,0.0,75.0,0.6
1259,200.0,-400.0,125.0,0.4
1260,-100.0,-200.0,75.0,1.0
1261,-400.0,-300.0,75.0,1.0
1262,300.0,0.0,125.0,0.8
1263,200.0,100.0,125.0,0.2
1264,-100.0,-300.0,125.0,1.0
1265,300.0,0.0,175.0,0.2
1266,-400.0,100.0,150.0,0.4
1267,100.0,-200.0,25.0,0.4
1268,300.0,-200.0,25.0,0.8
1269,-300.0,400.0,25.0,1.0
1270,-400.0,-400.0,125.0,1.0
1271,200.0,-300.0,75.0,0.4
1272,-200.0,100.0,50.0,1.0
1273,0.0,-200.0,75.0,0.2
1274,100.0,200.0,175.0,1.0
1275,200.0,-200.0,75.0,0.8
1276,300.0,-400.0,100.0,0.4
1277,-200.0,-200.0,125.0,0.6
1278,400.0,-100.0,50.0,0.6
1279,400.0,400.0,75.0,0.6
1280,-100.0,0.0,50.0,1.0
1281,-400.0,300.0,125.0,1.0
1282,200.0,300.0,150.0,1.0
1283,100.0,300.0,150.0,0.4
1284,-300.0,0.0,25.0,0.8
1285,-400.0,100.0,175.0,0.4
1286,0.0,100.0,125.0,0.4
1287,400.0,0.0,125.0,0.2
1288,-100.0,-300.0,50.0,0.2
1289,100.0,-400.0,150.0,1.0
1290,-100.0,300.0,50.0,1.0
1291,300.0,400.0,175.0,0.6
1292,100.0,0.0,50.0,0.2
1293,-100.0,-400.0,175.0,0.6
1294,0.0,100.0,75.0,0.2
1295,100.0,400.0,150.0,0.2
1296,300.0,100.0,175.0,0.8
1297,200.0,-400.0,125.0,0.8
1298,-400.0,300.0,50.0,1.0
1299,-100.0,400.0,150.0,0.4
1300,400.0,200.0,75.0,0.2
1301,-200.0,300.0,100.0,0.8
1302,100.0,-400.0,175.0,0.8
1303,-100.0,300.0,150.0,0.4
1304,0.0,300.0,50.0,0.8
1305,0.0,-200.0,150.0,0.6
1306,100.0,0.0,50.0,0.4
1307,-300.0,-100.0,150.0,1.0
1308,200.0,200.0,50.0,0.6
1309,400.0,100.0,75.0,0.8
1310,-400.0,0.0,25.0,0.6
1311,-100.0,200.0,175.0,0.4
1312,-200.0,-300.0,125.0,0.2
1313,-100.0,0.0,100.0,0.6
1314,400.0,-200.0,100.0,0.4
1315,0.0,-400.0,50.0,0.2
1316,-300.0,-300.0,150.0,0.4
1317,300.0,-200.0,125.0,0.4
1318,100.0,300.0,50.0,1.0
1319,100.0,-100.0,75.0,1.0
1320,100.0,300.0,150.0,1.0
1321,300.0,200.0,25.0,0.4
1322,-400.0,-100.0,50.0,0.2
1323,-300.0,100.0,150.0,0.2
1324,-100.0,-200.0,150.0,1.0
1325,300.0,200.0,125.0,0.6
1326,300.0,300.0,25.0,0.8
1327,-400.0,200.0,100.0,0.2
1328,-100.0,300.0,150.0,1.0
1329,100.0,-400.0,125.0,1.0
1330,-300.0,-300.0,50.0,0.4
1331,-400.0,-100.0,125.0,0.6
1332,-400.0,300.0,100.0,0.8
1333,300.0,-100.0,75.0,1.0
1334,200.0,-300.0,50.0,1.0
1335,200.0,400.0,150.0,0.4
1336,0.0,-200.0,125.0,0.4
1337,-300.0,300.0,175.0,0.6
1338,-300.0,0.0,25.0,0.4
1339,-300.0,100.0,125.0,1.0
1340,300.0,-400.0,125.0,0.4
1341,0.0,200.0,100.0,1.0
1342,-100.0,-100.0,25.0,0.6
1343,300.0,300.0,75.0,0.8
1344,-100.0,-200.0,50.0,0.4
1345,400.0,-300.0,75.0,1.0
1346,400.0,100.0,100.0,0.4
1347,400.0,-200.0,125.0,0.4
1348,-400.0,400.0,25.0,0.8
1349,200.0,200.0,25.0,0.2
1350,200.0,300.0,100.0,1.0
1351,0.0,300.0,75.0,0.2
1352,-200.0,200.0,75.0,0.4
1353,-300.0,100.0,100.0,0.8
1354,100.0,200.0,25.0,0.2
1355,-300.0,200.0,75.0,0.8
1356,-100.0,-400.0,50.0,0.8
1357,100.0,300.0,25.0,0.4
1358,-200.0,-100.0,25.0,0.4
1359,-200.0,-300.0,100.0,0.2
1360,-100.0,100.0,75.0,0.2
1361,300.0,0.0,100.0,0.4
1362,-300.0,400.0,150.0,0.2
1363,200.0,200.0,125.0,0.6
1364,-300.0,400.0,125.0,0.6
1365,200.0,-400.0,50.0,0.8
1366,400.0,-200.0,175.0,1.0
1367,-300.0,200.0,25.0,0.2
1368,200.0,200.0,75.0,0.6
1369,-200.0,300.0,100.0,0.6
1370,-200.0,100.0,125.0,0.2
1371,-400.0,200.0,175.0,0.2
1372,-200.0,100.0,25.0,0.2
1373,300.0,100.0,175.0,0.2
1374,100.0,0.0,150.0,0.8
1375,100.0,-300.0,100.0,0.6
1376,-300.0,-300.0,50.0,0.2
1377,0.0,-100.0,75.0,0.6
1378,-200.0,-300.0,150.0,0.8
1379,-200.0,-100.0,125.0,1.0
1380,300.0,400.0,125.0,1.0
1381,-300.0,-400.0,125.0,0.4
1382,400.0,100.0,75.0,0.4
1383,-200.0,0.0,150.0,0.6
1384,-400.0,400.0,75.0,0.6
1385,300.0,100.0,150.0,0.8
1386,-300.0,200.0,100.0,0.8
1387,400.0,100.0,175.0,0.6
1388,0.0,300.0,25.0,0.8
1389,-400.0,-100.0,125.0,0.2
1390,200.0,0.0,125.0,0.8
1391,200.0,100.0,25.0,0.4
1392,-400.0,100.0,75.0,0.8
1393,100.0,-400.0,175.0,0.4
1394,-200.0,-100.0,100.0,0.8
1395,-400.0,-300.0,75.0,0.6
1396,-100.0,-100.0,150.0,0.6
1397,100.0,-200.0,175.0,1.0
1398,400.0,200.0,75.0,0.8
1399,200.0,-100.0,100.0,0.4
1400,-300.0,-300.0,100.0,0.2
1401,200.0,100.0,125.0,0.6
1402,-400.0,100.0,175.0,0.2
1403,-400.0,-400.0,50.0,1.0
1404,-400.0,0.0,175.0,0.4
1405,-200.0,200.0,100.0,0.8
1406,-200.0,300.0,150.0,1.0
1407,100.0,100.0,75.0,0.8
1408,-100.0,-100.0,50.0,0.6
1409,300.0,100.0,100.0,0.4
1410,300.0,300.0,150.0,0.4
1411,200.0,-200.0,125.0,0.2
1412,400.0,-400.0,75.0,1.0
1413,400.0,-400.0,75.0,0.4
1414,300.0,300.0,75.0,0.4
1415,-400.0,0.0,50.0,0.6
1416,400.0,-200.0,175.0,0.2
1417,-400.0,-300.0,175.0,0.6
1418,-100.0,200.0,175.0,0.2
1419,300.0,200.0,75.0,0.2
1420,-200.0,-100.0,125.0,0.6
1421,0.0,-200.0,150.0,1.0
1422,0.0,-300.0,175.0,1.0
1423,400.0,-300.0,100.0,0.2
1424,-200.0,-100.0,75.0,0.6
1425,-400.0,-400.0,75.0,1.0
1426,300.0,300.0,125.0,0.6
1427,400.0,400.0,25.0,0.4
1428,-300.0,200.0,50.0,0.8
1429,-400.0,100.0,100.0,1.0
1430,-100.0,0.0,100.0,0.8
1431,300.0,200.0,150.0,0.4
1432,-400.0,400.0,50.0,0.8
1433,-200.0,200.0,100.0,0.6
1434,0.0,-300.0,50.0,0.6
1435,0.0,-300.0,75.0,0.2
1436,400.0,-200.0,25.0,1.0
1437,100.0,-200.0,125.0,1.0
1438,-300.0,-200.0,75.0,1.0
1439,300.0,-200.0,25.0,0.6
1440,200.0,0.0,175.0,0.6
1441,200.0,0.0,150.0,0.6
1442,-400.0,200.0,125.0,1.0
1443,400.0,400.0,50.0,1.0
1444,-100.0,-100.0,100.0,0.6
1445,-200.0,-100.0,75.0,0.8
1446,-300.0,300.0,125.0,0.6
1447,300.0,0.0,75.0,0.2
1448,400.0,100.0,175.0,1.0
1449,400.0,400.0,75.0,0.2
1450,300.0,-300.0,150.0,0.4
1451,-200.0,400.0,125.0,0.2
1452,0.0,300.0,25.0,1.0
1453,300.0,-200.0,50.0,0.8
1454,-300.0,-400.0,125.0,0.8
